index,product,helpful_count,total_comments,url,review_country,reviewed_at,review_text,review_rating,product_company,profile_name,review_title,Sentiment,Score
874,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=87, India ,13-Oct-2019,An amazing phone by apple for an affordable price,5.0 out of 5 stars,Apple,Amazon Customer,A fabulous phone-XR,positive,0.66737932
875,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=87, India ,20-Oct-2019,I am not satisfied.,2.0 out of 5 stars,Apple,Chandrasekhar Acharya,Total waste,positive,0.653377533
876,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=87, India ,18-Oct-2019,Screen touch for select any app is very poor &,3.0 out of 5 stars,Apple,sangita biswal,Screen touch quality very bad..,neutral,0.465283096
877,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=87, India ,21-Dec-2019,Iphone xr stopped working automaticallyq without any reason and is not working fine.My suggestion is not to buy from here,1.0 out of 5 stars,Apple,Abhinav Asthana,Defective model,positive,0.691113412
878,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=87, India ,31-Jul-2019,This is the most worth iPhone now ! It finest have 3D Touch but it is amazing ! And camera is just wow and always the same iOS smoothness,5.0 out of 5 stars,Apple,Sudhanshu K.,Must buy from apple,positive,0.61766535
879,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=87, India ,10-Nov-2019,Superb performance,5.0 out of 5 stars,Apple,akram raza,Phone of the year,positive,0.602416813
880,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=88, India ,29-Dec-2019,A great leap for me from 5s to XR. I am enjoying this smashing experience. Loving each and every bit of this marvel.,5.0 out of 5 stars,Apple,Sanjay,A great phone!,positive,0.825404406
881,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=88, India ,4-Feb-2020,Speaker stopped working within 4 days of use !!!,3.0 out of 5 stars,Apple,pvrao,Speaker problem,positive,0.66110009
882,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=88, India ,18-Aug-2019,Everything is good but the battery dies too fast. Maybe they meant to say lowest battery life in their ad but mistakenly wrote highest. Anyway the software is no doubt amazing.,5.0 out of 5 stars,Apple,Ritambhara Chauhan,"Low battery life, rest an amazing phone",positive,0.74551338
883,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=88, India ,2-Oct-2019,"First time coming to iOS from Android, always used to hear why people praise so much to the iOS. It definitely meet the expectations, so far so good. Smooth UI, Nice Camera and crazy battery performance. Thanks Amazon. :)",5.0 out of 5 stars,Apple,Avadhesh,Count me in the iOS family,positive,0.665260136
884,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=88, India ,30-Oct-2019,Apple announced one year free subscription of Apple TV plus when an apple product is purchased. How can I get this ?,5.0 out of 5 stars,Apple,Pathy Iyer,Apple TV plus service free,positive,0.65240711
885,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=88, India ,26-Jan-2020,Camera is really pathetic. Just usual mobiles costing less than 10000 are far better in taking pictures.,1.0 out of 5 stars,Apple,Ganesh,Pathetic Camera,positive,0.649485946
886,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=88, India ,5-Oct-2019,"Phone is amazing,  amazon delivery is not notch,  received it next day.  Overall amazing phone",4.0 out of 5 stars,Apple,rogees,Amazing phone,positive,0.761429012
887,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=88, India ,16-Dec-2019,It's iPhone... I feel better than 11 I feel.,5.0 out of 5 stars,Apple,mandar Rao,Amazing product,positive,0.80165869
888,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=88, India ,7-Oct-2019,"The phone is good so far.... initially had trouble with the ear piece while calling, it's working fine now after removal of its plastic cover... phone is classy. Features are great, feels premium in hand ..",4.0 out of 5 stars,Apple,Akshay Mancharkar,Amazing Purchase..Gift for my love,positive,0.863788068
889,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=88, India ,31-Oct-2019,Nothing can be luxurious than this at the time when you hold the piece you will feel like out of the crowd and join elite legacy,5.0 out of 5 stars,Apple,Aaquib,Luxurious phone,positive,0.606359899
890,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=89, India ,18-Jan-2020,"speaker is not working properly, and getting extra noise while listening to the voice from other side.",1.0 out of 5 stars,Apple,vengatesh,Very worst product,neutral,0.568181038
891,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=89, India ,31-Dec-2019," Such a worst product , don't buy , all time hang, I'm despointed to iPhone xr",1.0 out of 5 stars,Apple,Abhijeet kumar,Worst,neutral,0.554346859
892,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=89, India ,5-Nov-2019,Love the phone. I wasn’t sure about the size of the phone. But once I started using it I think the size is perfect. It was a bit heavier than expected but the built is amazing. Overall is a terrific buy.,5.0 out of 5 stars,Apple,Emmanuel Stephenson,Brilliant,positive,0.676288009
893,Apple iPhone XR (64GB) - Black,3 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=89, India ,12-Dec-2018,"Wonderful, Classic One !",5.0 out of 5 stars,Apple,Mani Lal Chaudhary,Mast Mast iPhone XR !,neutral,0.525615335
894,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=89, India ,12-Oct-2019,"I used to be fan of I phone 3Gs mobile, I am getting same Feelings with this mobile, camera quality much much better compare to any otgers, U want to buy it, just grab it,",5.0 out of 5 stars,Apple,Dushyant Patel,Awesome,positive,0.849532485
895,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=89, India ,6-Jul-2019,Good but I think iphone se camera is far better.overall good device.battery backup is awesome,4.0 out of 5 stars,Apple,Deep,Overall good,positive,0.747274876
896,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=89, India ,8-Nov-2019,"It’s a Face ID in this phone and not fingerprint, best deal and there is no need to add dedicated review as it’s a apple phone :) as usual never disappointed with apple phone",5.0 out of 5 stars,Apple,Anish,Awesome deal,positive,0.849532485
897,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=89, India ,4-Nov-2019,"Perfect product in the price range of 40k. It includes good camera, wonderful operating system, nice touch screen and product design. Only problem you may face is with battery backup.",4.0 out of 5 stars,Apple,Ramesh Nimmagadda ,Recommended product In the price range of 40k,positive,0.675803959
898,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=89, India ,22-Feb-2020,Got it for best price! iPhone is love. <3 <3,5.0 out of 5 stars,Apple,Roy,Best purchase made by me ever!,positive,0.771715224
899,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=89, India ,27-Oct-2019,The charger provided with this product Stops working suddenly and it’s only been 4 days that I received the product kindly get a replacement for the charger,5.0 out of 5 stars,Apple,Neerali Dodiya,Charger stops working suddenly,neutral,0.456469893
900,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90, India ,3-Aug-2019,"Really awesome device. Have been using for about 2-3 months... secure, fast, and really user engaging. Yes, price is always a issue with apple devices but their devices make every penny worth it... at least this one does✌️",5.0 out of 5 stars,Apple,Prateek Sharma,Loving it ❤️,positive,0.748090684
901,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90, India ,16-Oct-2019,Best buy,5.0 out of 5 stars,Apple,Deepanshu Chawla,iPhone xr in just 45k for 128 gb,neutral,0.571478903
902,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90, India ,1-Dec-2019,This phone iPhone XR is the best value for money it’s as hard as a metallic brick Feels solid elegant in your hand especially the red product I am totally happy with the device and would recommend it thanks Apple,5.0 out of 5 stars,Apple,ritu,Apples best buy phone,positive,0.712235808
903,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90, India ,8-Mar-2020,I was very happy with this phone. This battery had very long durability.Value for price. The quality of picture is very good it had 4K video up to 60fps . It is very good phone for those people who want an iPhone,4.0 out of 5 stars,Apple,Aemula Narsimulu,Very good phone,positive,0.776030838
904,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90, India ,1-Jan-2020,"It is one of the affordable iPhones. Speed and quality is same as XS, a little difference with regards to 3D Touch and camera.",5.0 out of 5 stars,Apple,Harshdeep Singh,Comparison with XS,positive,0.758823752
905,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90, India ,23-Jul-2019,"Face id unlock is awesome, battery backup is best of all iphones. Touch is butter smooth. U have to go by IOS user interface not like android UI this is the only con.",5.0 out of 5 stars,Apple,Jagadeesh palla,IPhone is Iphone,negative,0.337884933
906,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90, India ,26-May-2019,Best cam,5.0 out of 5 stars,Apple,Gagz,"Dont need to say it's an ""iphone""",neutral,0.452706844
907,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90, India ,30-Sep-2019,Obviously it’s an awesome product,5.0 out of 5 stars,Apple,SR,As expected!!!,positive,0.634715319
908,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90, India ,7-Oct-2019,I had this phone XR on deal 128gb n m happy now to have this AMAZON giving original Apple products thats what we want,5.0 out of 5 stars,Apple,Ushank,Awesome AMAZON,positive,0.849532485
909,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=90, India ,5-Oct-2019,Got it during Festival sale with good discount from amazon India . Best iphone till date on every specs  with butter smooth ios and camera quality also looks good. Overall it's a good performing iPhone .,5.0 out of 5 stars,Apple,Ramprasad,iphon XR - extra R means real value for money,positive,0.649295509
910,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91, India ,22-Oct-2019,have ot for now 2 months and exceeds expectation,5.0 out of 5 stars,Apple,Suresh Oliver,No regrets..had i6 earlier and this beats it hollow.,negative,0.407488495
911,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91, India ,19-Jun-2019,If you are looking for an iPhone and your budget is around 50k-60k then you should definitely go with iPhone XR. It is the value for money iPhone. I've been using it for the past 3 days and I am really happy with its performance.,5.0 out of 5 stars,Apple,Karan Nagrecha,Best iPhone to buy,neutral,0.570632041
912,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91, India ,4-Oct-2019,"Phone looks great, easy setup for existing Apple  users, camera is impressive with the additional modes. Overall totally satisfied with the purchase detailed review on battery after one month of use will follow.",5.0 out of 5 stars,Apple,Kumar G.,"Great product with smooth functionality, great start",positive,0.920484662
913,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91, India ,26-Nov-2019,"This is the best phone anyone can buy given the price range. Had a little trepidation before buying it from Amazon given the comments of Amazon not being an authorised seller, but this product is worth a go!",5.0 out of 5 stars,Apple,Saif A.,Perfect iPhone!,positive,0.600320876
914,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91, India ,11-Oct-2019,Great phone,5.0 out of 5 stars,Apple,Ashik,Loved it,positive,0.685893118
915,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91, India ,13-Mar-2020,"Best Buy so far.. was sceptical about ordering online, fearing a faulty piece, but worth every penny.",5.0 out of 5 stars,Apple,Amazon Customer,Great product,positive,0.78910774
916,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91, India ,29-Dec-2019,"Good phone. Definitely worth the money. For me it was either one plus 7t or Iphone XR. Being an Iphone user for such a long time, i juat couldn’t go for one plus. Turns out to be the better decision.",5.0 out of 5 stars,Apple,Sumit Wankhede,Iphone XR - 64 GB,neutral,0.525615335
917,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91, India ,20-Aug-2019,"Mobile is superfast same as amazons delivery speed. Camera is good, face unlock is fast and gets my face everytime",5.0 out of 5 stars,Apple,Skywalker,Very good,positive,0.769340932
918,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91, India ,23-Jul-2019,"Excellent phone, superb camera ,screen is extra large , processor is lightning fast",5.0 out of 5 stars,Apple,Rahul,Superb phone,positive,0.606359899
919,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=91, India ,21-Dec-2019,What a powerful device delivery at time good packing. I am 15 year samsung user but apple is apple,5.0 out of 5 stars,Apple,MUKESH KUMAR,Great phne,positive,0.78910774
920,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92, India ,18-Oct-2019,Very good phone i was android user but first tym using ios and only want to say go for it don’t hesitate to shift from android to ios u will not be disappointed very good phone in apple series,5.0 out of 5 stars,Apple,Vishal,Awesome,positive,0.849532485
921,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92, India ,6-Nov-2019,"iPhone XR is a great phone on budget price, great camera but only lag is the battery life, that apple should work on.",5.0 out of 5 stars,Apple,Pradeep makhija,Excellent phone,positive,0.753557563
922,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92, India ,16-Oct-2019,It is a outstanding phone... I really like thise I phone... Camera quality is good moar than One + mobile... Battery life is very good... performance is very good... Overall Nice phone ... Plz buy it and enjoy,5.0 out of 5 stars,Apple,Nilesh Chopade,Outstanding mobile,positive,0.683747232
923,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92, India ,6-Nov-2019,"It’s a apple with great battery and user friendly,",5.0 out of 5 stars,Apple,Arpit,Just go 4 it,positive,0.667114556
924,Apple iPhone XR (64GB) - Black,2 people found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92, India ,14-Dec-2018,Very good,5.0 out of 5 stars,Apple,prafull kumar,Very good,positive,0.769340932
925,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92, India ,19-Oct-2019,Good product. Did not get any cash back even after buying through smart buy. Please resolve,4.0 out of 5 stars,Apple,shilpee,No cash back received after buying through smart buy,positive,0.648248076
926,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92, India ,24-Jan-2020,This is my 2nd Iphone (Previos one is Iphone 6) but this one is undoubtedly Perfect in all aspects whether it is face recognition or camera quality or batter life everything. That’s what I call a Smart Phone.,5.0 out of 5 stars,Apple,Piyush singh,Perfect ! Amazing !,positive,0.845658064
927,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92, India ,10-Feb-2020,"Face recognition is too good, front and rear camera quality is very cool, especially in night and yes battery life of iPhone XR is way too better than other iPhone series almost 7 to 8 straight hrs can be use",5.0 out of 5 stars,Apple,Aniket,A great value option,positive,0.829752028
928,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92, India ,21-Nov-2019,"Really like for display, battery life and operating comfortably.",5.0 out of 5 stars,Apple,parmar bipin,Great,positive,0.78910774
929,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=92, India ,17-Aug-2019,Got it in 50k during sale. Overall an Excellent phone.😁,4.0 out of 5 stars,Apple,Ashish Kumar Jaiswal,Best apple device in the marker,positive,0.761025965
930,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93, India ,30-Sep-2019,"Awesome mobile brilliant quality performance good .thkq Amazon such beautiful mobile xr just go for it colour wise in India white,product red,,black and also yellow also awsome but Iam taken white colour .",5.0 out of 5 stars,Apple,Pardhu,Awesome mobile,positive,0.858088255
931,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93, India ,13-Oct-2019,Phone gets hotter while charging and while watching video. Has it been repaired and sold?,1.0 out of 5 stars,Apple,Lakshmi thiruvengadam,Battery gets hot while n use,positive,0.6340096
932,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93, India ,6-Dec-2019,I got XR with a great deal in Amazon and surprising this is awesome variant from Apple. Face ID works awesome and battery life is too good,5.0 out of 5 stars,Apple,Prabhu ,Value for money,positive,0.673283935
933,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93, India ,26-Oct-2019,Camera is awesome. A single 12 M.P rear camera beats other 60 M.P Android’s camera.,4.0 out of 5 stars,Apple,Don't buy,Good to go,positive,0.793943226
934,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93, India ,5-Nov-2019,"It was very good, Face ID is much improved after updating to IOS13 version.",4.0 out of 5 stars,Apple,Rajesh R,Good Mobile,positive,0.747274876
935,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93, India ,6-Jul-2019,"I’m using this from 2-3 months now, with one sim it’s giving good battery backup but if you are using esim(dual sim) do not compare with android dual sim phone battery backup. Camera is good. Feels little bulky.",5.0 out of 5 stars,Apple,ravi tighare,Not so longest battery backup,negative,0.185891151
936,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93, India ,7-Mar-2020,The headphones stopped working after a month or so. There is no wear and tear. Touch screen is not Upto the mark.,3.0 out of 5 stars,Apple,Megha Raha,Not a great buy,neutral,0.543752432
937,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93, India ,4-Nov-2019,Amazon did not provided the original bill of Apple Xr to me in soft copy at my email nor hard cooy to my house. Please provide the same at the earliest. Rest phone specifications lies between 2 to 3 star only.,3.0 out of 5 stars,Apple,Sudarshan kumar,Good phone but not up to the mark,negative,0.285815448
938,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93, India ,14-Mar-2020,awsm phone bwalll red color is best color bhailog ankh bnd krke phone lelo and sirf amazon se best online site amazon phone best awsm look awsm profomance 100/100 stars go fo it,5.0 out of 5 stars,Apple,aryan p.,best phone ever used ❤️,positive,0.70515883
939,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=93, India ,1-Jun-2019,After using the phone for a week found it to be a great product.,5.0 out of 5 stars,Apple,Suresh Iyer,Very good product,positive,0.769340932
940,Apple iPhone XR (64GB) - Black,One person found this helpful,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=94, India ,5-Aug-2019,"Nothing to dislike, the delivery was lightning quick. The product is great. Only, the weight is a little on the higher side",5.0 out of 5 stars,Apple,Vijayandranath Banerjee,A very Good Product,positive,0.786855519
941,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=94, India ,6-Mar-2020,"Quality of mobile, camera, speed is very good. Very limited option as compare to android mobile. Battery life is not good",4.0 out of 5 stars,Apple,K. K. Singh,Quality mobile with limited option,positive,0.722658753
942,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=94, India ,18-Nov-2019,"Little  heavy, not suitable for single hand use, front glass is shiny,",4.0 out of 5 stars,Apple,Shashi,Nice phone,positive,0.794677734
943,Apple iPhone XR (64GB) - Black,0,0,https://www.amazon.in/Apple-iPhone-XR-64GB-Black/product-reviews/B07JWV47JW/ref=cm_cr_arp_d_paging_btm_next_2?pageNumber=94, India ,13-Nov-2019,Excellent product to buy. Camera clarity is amazing and outstanding.,5.0 out of 5 stars,Apple,Amazon Customer,Excellent phone for pictures,positive,0.798325777
